ID	ORTHOGRAPHY	CELEX	TYPE	SOURCE_FORM	SOURCE_LANGUAGE	STRATUM	ATTESTED
8339	schütter					1	11. Jh.
8340	Schütterumpf					?	17. Jh.
8341	Schütze					1	11. Jh.
8342	schützen					1	14. Jh.
8343	schwabbeln	ʃ v a b ə l n				?	17. Jh.
8344	schwach	ʃ v a x				1	13. Jh.
8345	Schwade					2	13. Jh.
8346	Schwaden	ʃ v aː d ə n				1	14. Jh.
8347	Schwadron	ʃ v a d r oː n	1	squadrone	it	2	17. Jh.
8348	schwafeln	ʃ v aː f ə l n				1	19. Jh.
8349	Schwager	ʃ v aː ɡ ə r				1	8. Jh.
8350	Schwäher					2	9. Jh.
8351	Schwaige					?	11. Jh.
8352	Schwalbe	ʃ v a l b ə				1	9. Jh.
8353	Schwalch					?	13. Jh.
8354	schwalken					?	19. Jh.
8355	Schwall	ʃ v a l				1	13. Jh.
8356	Schwammerl					?	20. Jh.
8357	Schwan	ʃ v aː n				1	9. Jh.
8358	schwanen					2	16. Jh.
8359	Schwanengesang	ʃ v aː n ə n ɡ ə z a ŋ				2	16. Jh.
8360	Schwang					1	11. Jh.
8361	schwanger	ʃ v a ŋ ə r				1	8. Jh.
8362	schwank					?	14. Jh.
8363	Schwank	ʃ v a ŋ k				1	11. Jh., Bedeutung 15. Jh.
8364	schwanken	ʃ v a ŋ k ə n				1	14. Jh.
8365	Schwanz	ʃ v a n t͡s				1	13. Jh.
8366	schwänzen					1	18. Jh.
8367	schwappen	ʃ v a p ə n				1	16. Jh.
8368	schwären					2	10. Jh.
8369	Schwarm	ʃ v a r m				1	9. Jh.
8370	schwärmen					1	11. Jh.
8371	Schwarte	ʃ v a r t ə				1	14. Jh.
8372	schwarz	ʃ v a r t͡s				1	8. Jh.
8373	schwärzen 2					?	18. Jh.
8374	schwatzen	ʃ v a t͡s ə n				1	15. Jh.
8375	schweben	ʃ v eː b ə n				1	8. Jh.
8376	Schwede	ʃ v eː d ə				?	9. Jh.
8377	Schwefel	ʃ v eː f ə l	1			1	8. Jh.
8378	Schwegel					?	8. Jh.
8379	Schweif	ʃ v ai f				2	9. Jh.
8380	schweifen	ʃ v ai f ə n				1	8. Jh.
8381	schweigen	ʃ v ai ɡ ə n				1	8. Jh.
8382	Schwein	ʃ v ai n				1	8. Jh.
8383	Schweinigel					2	17. Jh.
8384	Schweiß 1					1	9. Jh., sweizcholi 8. Jh.
8385	Schweiß 2					?	13. Jh.
8386	schweißen					2	9. Jh.
8387	schwelen	ʃ v eː l ə n				1	18. Jh.
8388	schwelgen	ʃ v ɛ l ɡ ə n				1	8. Jh.
8389	Schwelle	ʃ v ɛ l ə				1	8. Jh.
8390	schwellen	ʃ v ɛ l ə n				1	8. Jh.
8391	schwemmen	ʃ v ɛ m ə n				1	14. Jh.
8392	Schwende	ʃ v ɛ n d ə				?	11. Jh.
8393	Schwengel	ʃ v ɛ ŋ ə l				1	14. Jh.
8394	schwenken	ʃ v ɛ ŋ k ə n				1	8. Jh.
8395	schwer	ʃ v eː r				1	8. Jh.
8396	Schwerenöter					2	18. Jh.
8397	Schwert	ʃ v eː r t				1	8. Jh.
8398	Schwertel					?	10. Jh.
8399	Schwester	ʃ v ɛ s t ə r				1	8. Jh.
8400	Schwibbogen					?	9. Jh.
8401	Schwieger					2	9. Jh.
8402	Schwiele					1	10. Jh.
8403	Schwiemel					?	15. Jh.
8404	schwierig	ʃ v iː r ɪ x				1	15. Jh.
8405	schwimmen	ʃ v ɪ m ə n				1	8. Jh.
8406	schwindeln	ʃ v ɪ n d ə l n				1	8. Jh.
8407	schwinden	ʃ v ɪ n d ə n				1	8. Jh.
8408	schwingen	ʃ v ɪ ŋ ə n				1	8. Jh.
8409	Schwippschwager					?	20. Jh.
8410	Schwips					1	19. Jh.
8411	Schwirre					?	15. Jh.
8412	schwirren	ʃ v ɪ r ə n				1	17. Jh.
8413	Schwitze	ʃ v ɪ t͡s ə				?	18. Jh.
8414	schwitzen	ʃ v ɪ t͡s ə n				1	9. Jh., anaswizzen 8. Jh.
8415	Schwof					1	19. Jh.
8416	schwören					1	8. Jh.
8417	schwul	ʃ v uː l				2	17. Jh., Bedeutung 20. Jh.
8418	schwül					1	17. Jh.
8419	Schwulität					2	18. Jh.
8420	Schwulst	ʃ v ʊ ʪ t				2	12. Jh., Bedeutung 16. Jh.
8421	schwummerig					?	19. Jh.
8422	Science-fiction		1	science	ne	?	20. Jh.
8423	Sech		1			?	11. Jh.
8424	sechs	z ɛ k s				1	8. Jh.
8425	Sechter		1	sextArius	l	?	11. Jh.
8426	Sediment	z eː d iː m ɛ n t	1	sedimentum	spl	?	19. Jh.
8427	See	z eː				1	8. Jh.
8428	Seehund	z eː h ʊ n t				1	15. Jh.
8429	Seele	z eː l ə				1	8. Jh.
8430	Segel	z eː ɡ ə l				1	8. Jh.
8431	Segen	z eː ɡ ə n	1			1	9. Jh.
8432	Segge					?	18. Jh.
8433	Segment	z ɛ ɡ m ɛ n t	1	sEgmentum	l	2	16. Jh.
8434	sehen	z eːə n				1	8. Jh.
8435	Sehne	z eː n ə				1	11. Jh.
8436	sehnen	z eː n ə n				1	12. Jh.
8437	sehr	z eː r				1	9. Jh.
8438	seichen	z ai x ə n				2	8. Jh., Bedeutung 9. Jh.
8439	seicht	z ai x t				1	13. Jh.
8440	Seide	z ai d ə	1			1	11. Jh.
8441	Seidel	z ai d ə l	1	situla	l	?	13. Jh.
8442	Seidelbast					?	11. Jh., Form 16. Jh.
8443	Seife	z ai f ə				1	8. Jh.
8444	Seige					?	13. Jh.
8445	seiger					?	13. Jh.
8446	Seiger					?	15. Jh.
8447	seihen					1	9. Jh.
8448	Seil	z ai l				1	8. Jh.
8449	Seim					?	11. Jh.
8450	sein 1					1	8. Jh.
8451	sein 2					1	8. Jh.
8452	seit	z ai t				1	9. Jh.
8453	Seite	z ai t ə				1	8. Jh.
8454	Sekret	z eː k r eː t	1	sEcrEtum	l	?	19. Jh.
8455	Sekretär		1	secretarius	ml	2	15. Jh.
8456	Sekt	z ɛ k t	1			1	17. Jh.
8457	Sekte	z ɛ k t ə	1	secta	l	1	13. Jh.
8458	Sektion	z ɛ k t iːoː n	1			?	16. Jh.
8459	Sektor	z ɛ k t ɔ r	1	sector	l	?	16. Jh.
8460	sekundär		1	secondaire	frz	?	18. Jh.
8461	selbander					?	13. Jh.
8462	selber	z ɛ l b ə r				1	8. Jh.
8463	Selbstlaut	z ɛ l p s t l au t				2	16. Jh.
8464	selchen					?	16. Jh.
8465	Selektion	z eː l ɛ k t͡s iːoː n	1	sElEctio	l	2	19. Jh.
8466	selig	z eː l ɪ x				1	8. Jh.
8467	-selig					?	-
8468	Sellerie	z ɛ l ə r iː	1	selleri	it	1	17. Jh.
8469	selten	z ɛ l t ə n				1	8. Jh.
8470	seltsam	z ɛ l t z aː m				1	9. Jh.
8471	Seminar	z eː m iː n aː r	1	sEminArium	l	2	16. Jh.
8472	Semmel	z ɛ m ə l	1	simila	l	2	8. Jh.
8473	Senat	z eː n aː t	1	senAtus	l	2	12. Jh.
8474	senden	z ɛ n d ə n				1	8. Jh.
8475	Seneschall		1	sénéchal	frz	?	13. Jh.
8476	Senf	z ɛ n f	1			1	9. Jh.
8477	Senge	z ɛ n ɡ ə				?	19. Jh.
8478	sengen	z ɛ ŋ ə n				2	8. Jh.
8479	senil	z eː n iː l	1	senilis	l	?	19. Jh.
8480	Senior	z eː n iːɔ r	1			2	14. Jh.
8481	Senkel	z ɛ ŋ k ə l				2	11. Jh.
8482	senken	z ɛ ŋ k ə n				1	9. Jh.
8483	senkrecht	z ɛ ŋ k r ɛ x t				1	17. Jh.
8484	Senn	z ɛ n	1			2	11. Jh.
8485	Sennesbaum		1	sena	ml	?	15. Jh.
8486	Sensation	z ɛ n z a t͡s iːoː n	1	sensation	ne	1	17. Jh.
8487	Sense	z ɛ n z ə				1	9. Jh.
8488	sensibel	z ɛ n z iː b ə l	1	sensible	frz	2	17. Jh.
8489	Sentenz	z ɛ n t ɛ n t͡s	1			2	13. Jh.
8490	sentimental	z ɛ n t iː m ɛ n t aː l	1	sentimental	ne	1	18. Jh.
8491	separat	z eː p a r aː t	1	sEparAtus	l	2	16. Jh.
8492	September	z ɛ p t ɛ m b ə r	1	(mEnsis)	l	1	14. Jh.
8493	septisch	z ɛ p t ɪ ʃ	1	sEptós	gr	?	19. Jh.
8494	serbeln	z ɛ r b ə l n				?	16. Jh.
8495	Serenade	z eː r eː n aː d ə	1	sérénade	frz	?	17. Jh.
8496	Sergeant	z ɛ r ʒ a n t	1	sergent	mfrz	?	13. Jh.
8497	Serie	z eː r iːə	1	seriEs	l	1	14. Jh.
8498	seriös		1	sérieux	frz	2	18. Jh.
8499	Sermon	z ɛ r m oː n	1	sermo	l	?	14. Jh.
8500	Serum	z eː r ʊ m	1	serum	l	?	17. Jh.
8501	servil	z ɛ r v iː l	1	servIlis	l	?	17. Jh.
8502	Servus		1			2	19. Jh.
8503	Sesam	z eː z a m	1	sEsamum	l	?	15. Jh.
8504	Sessel	z ɛ s ə l				1	9. Jh.
8505	Session	z ɛ s iːoː n	1	sessiO	l	?	16. Jh.
8506	Set	z ɛ t	1	set	ne	2	20. Jh.
8507	Setter	z ɛ t ə r	1	setter	ne	?	20. Jh.
8508	setzen	z ɛ t͡s ə n				1	8. Jh.
8509	Seuche	z ɔy x ə				1	8. Jh.
8510	seufzen	z ɔy f t͡s ə n				1	13. Jh.
8511	Sex	z ɛ k s	1	sex	ne	1	20. Jh.
8512	Sezession	z eː t͡s ɛ s iːoː n	1			?	19. Jh.
8513	Shampoo	ʃ ɛ m p uː	1	shampoo	ne	1	19. Jh.
8514	Shanty	ʃ ɛ n t iː	1	shanty	ne	?	19. Jh.
8515	Sheriff	ʃ ɛ r ɪ f	1	sheriff	ne	2	20. Jh.
8516	Shop		1	shop	ne	?	20. Jh.
8517	Shorts		1	shorts	ne	2	20. Jh.
8518	Show	ʃ oː	1	show	ne	1	20. Jh.
8519	Showdown		1	showdown	ne	?	20. Jh.
8520	sich	z ɪ x				1	8. Jh.
8521	Sichel	z ɪ x ə l	1			1	9. Jh.
8522	sicher	z ɪ x ə r	1			1	9. Jh.
8523	Sicht	z ɪ x t				1	9. Jh.
8524	sichten 2					1	15. Jh., Bedeutung 16. Jh.
8525	Sicke					?	18. Jh.
8526	sickern	z ɪ k ə r n				1	18. Jh.
8527	sie	z iː				1	8. Jh.
8528	Sieb	z iː p				1	9. Jh.
8529	sieben	z iː b ə n				1	8. Jh.
8530	Siebensachen					2	17. Jh.
8531	Siebenschläfer					1	15. Jh.
8532	siech	z iː x				2	8. Jh.
8533	siedeln	z iː d ə l n				1	9. Jh.
8534	sieden	z iː d ə n				1	9. Jh., ungisotan 8. Jh.
8535	Sieg	z iː k				1	8. Jh.
8536	Siegel	z iː ɡ ə l	1			1	14. Jh.
8537	Siel					?	18. Jh.
8538	Siele					?	11. Jh.
8539	sielen					?	17. Jh.
8540	Siesta	z iːɛ s t aː	1	siesta	span	?	17. Jh.
8541	siezen	z iː t͡s ə n				1	17. Jh.
8542	Signal	z ɪ ɡ n aː l	1	signal	frz	1	17. Jh.
8543	signifikant	z ɪ ɡ n iː f iː k a n t	1	sIgnificAns	l	?	19. Jh.
8544	Silbe	z ɪ l b ə	1	syllaba.	l	1	8. Jh.
8545	Silberblick	z ɪ l b ə r b l ɪ k				?	18. Jh.
8546	Silo	z iː l oː	1	silo	span	?	19. Jh.
8547	Simmer					?	11. Jh., Bedeutung 15. Jh.
8548	simpel	z ɪ m p ə l	1	simple	frz	2	14. Jh.
8549	Sims	z ɪ m s	1			1	12. Jh.
8550	Simse					?	15. Jh.
8551	simultan	z iː m ʊ l t aː n	1	simultane	frz	?	18. Jh.
8552	Sinfonie	z ɪ m f oː n iː	1	sinfonia	it	2	13. Jh.
8553	singen	z ɪ ŋ ə n				1	8. Jh.
8554	Single		1	single	ne	?	20. Jh.
8555	Singrün					?	11. Jh.
8556	Singular	z ɪ ŋ ɡ uː l aː r	1	(numerus)	l	2	18. Jh.
8557	sinken	z ɪ ŋ k ə n				1	9. Jh.
8558	Sinn	z ɪ n				1	9. Jh.
8559	Sin(n)au					?	15. Jh.
8560	Sinnbild	z ɪ n b ɪ l t				1	17. Jh.
8561	sinnieren					1	19. Jh.
8562	sintemal					?	14. Jh.
8563	Sinter	z ɪ n t ə r				?	8. Jh.
8564	Sintflut	z ɪ n t f l uː t				1	9. Jh.
8565	Sinus	z iː n ʊ s	1	sinus	l	?	19. Jh.
8566	Siphon	z iː f ɔ̃ː	1	siphon	frz	?	19. Jh.
8567	Sippe	z ɪ p ə				1	8. Jh.
8568	sirren	z ɪ r ə n				2	20. Jh.
8569	Sirup	z iː r ʊ p	1	siroppus	ml	1	12. Jh.
8570	Sit-in		1			2	20. Jh.
8571	Sitte	z ɪ t ə				1	8. Jh.
8572	Sittich	z ɪ t ɪ x	1	psittacus	l	2	12. Jh.
8573	Situation	z iː t uːa t͡s iːoː n	1	situation	frz	1	16. Jh.
8574	sitzen	z ɪ t͡s ə n				1	8. Jh.
8575	Six					?	18. Jh.
8576	Skala	s k aː l aː	1	scAla	it	2	18. Jh.
8577	Skalde	s k a l d ə	1	skáld	anord	?	17. Jh.
8578	Skalp	s k a l p	1			?	18. Jh.
8579	Skalpell	s k a l p ɛ l	1	scalpellum	l	?	8. Jh., Bedeutung 18. Jh.
8580	Skandal	s k a n d aː l	1	scandale	frz	1	18. Jh.
8581	Skat	s k aː t	1			?	19. Jh.
8582	Skelett	s k eː l ɛ t	1	skeletón	gr	1	16. Jh.
8583	Skepsis	s k ɛ p s ɪ s	1	sképsis	gr	2	19. Jh.
8584	Sketch	s k ɛ ʧ	1	sketch	ne	2	20. Jh.
8585	Skinhead		1	skinhead	ne	?	20. Jh.
8586	Skizze	s k ɪ t͡s ə	1	schizzo	it	1	17. Jh.
8587	Sklave	s k l aː v ə	1	sclavus	ml	1	13. Jh.
8588	Skonto	s k ɔ n t oː	1	sconto	it	2	17. Jh.
8589	Skopus		1	scopus	l	?	20. Jh.
8590	Skorbut	s k ɔ r b uː t	1	scorbutus	ml	2	15. Jh.
8591	Skorpion	s k ɔ r p iːoː n	1	scorpio	l	2	9. Jh.
8592	Skript(um)		1	scriptum	l	?	16. Jh.
8593	Skrupel	s k r uː p ə l	1	scrUpulus	l	2	16. Jh.
8594	Skulptur	s k ʊ l p t uː r	1	sculptUra	l	2	16. Jh.
8595	skurril	s k ʊ r iː l	1	scurrIlis	l	?	18. Jh.
8596	Slalom	s l aː l ɔ m	1	slalom	nnorw	?	20. Jh.
8597	Slang	s l ɶ ŋ	1	slang	ne	2	19. Jh.
8598	Slapstick		1	slapstick	ne	?	20. Jh.
8599	Slibowitz	s l iː b oː v ɪ t͡s	1	sljivovica	serbo-kr	?	20. Jh.
8600	Slip	s l ɪ p	1	slip	ne	1	20. Jh.
8601	Slogan	s l oː ɡ ə n	1	slogan	ne	2	20. Jh.
8602	Slums		1	slums	ne	2	20. Jh.
8603	Smaragd	s m a r a k t	1	smaragdus	l	1	13. Jh.
8604	smart	s m aː r t	1	smart	ne	?	19. Jh.
8605	Smog		1	smog	ne	2	20. Jh.
8606	Smutje	s m ʊ t j ə				?	20. Jh.
8607	Snack		1	snack	ne	2	20. Jh.
8608	Snob	s n ɔ p	1	snob	ne	2	19. Jh.
8609	so	z oː				1	9. Jh.
8610	Socke		1			1	9. Jh.
8611	Sockel	z ɔ k ə l	1	socle	frz	1	18. Jh.
8612	Soda	z oː d aː	1	soda	span	2	18. Jh.
8613	Sodbrennen	z oː t b r ɛ n ə n				?	16. Jh.
8614	Sode					2	17. Jh.
8615	Sofa	z oː f aː	1	sofa	frz	1	17. Jh.
8616	sofort	z oː f ɔ r t				1	16. Jh.
8617	soft		1	soft	ne	?	20. Jh.
8618	Sog					1	18. Jh.
8619	sogleich	z oː ɡ l ai x				1	17. Jh.
8620	Sohle	z oː l ə	1	sola	l	1	9. Jh.
8621	Sohn	z oː n				1	8. Jh.
8622	sohr	s oː r				?	15. Jh.
8623	soigniert	z oːa n j iː r t	1			2	19. Jh.
8624	Soiree	z oːa r eː	1	soirée	frz	2	19. Jh.
8625	Soja	z oː j aː	1			2	18. Jh.
8626	solar	z oː l aː r	1	sOlArius	l	2	19. Jh.
8627	solch	z ɔ l x				1	8. Jh.
8628	Sold	z ɔ l t	1	solde	afrz	2	12. Jh.
8629	Soldat	z ɔ l d aː t	1	soldato	it	1	16. Jh.
8630	Sole	z oː l ə				?	14. Jh.
8631	solidarisch	z oː l iː d aː r ɪ ʃ	1	solidaire	frz	2	19. Jh.
8632	solide	z oː l iː d ə	1	solide	frz	1	18. Jh.
8633	Soll	z ɔ l				?	20. Jh.
8634	sollen	z ɔ l ə n				1	8. Jh.
8635	Söller		1			?	8. Jh.
8636	solo	z oː l oː	1	solo	it	1	18. Jh.
8637	Sommer	z ɔ m ə r				1	8. Jh.
8638	Sommerfrische	z ɔ m ə r f r ɪ ʃ ə				2	15. Jh.
8639	Sommersprosse	z ɔ m ə r ʃ p r ɔ s ə				1	17. Jh.
8640	Sommervogel	z ɔ m ə r f oː ɡ ə l				?	15. Jh.
8641	Sonate	z oː n aː t ə	1	sonata	it	2	17. Jh.
8642	Sonde	z ɔ n d ə	1	sonde	frz	2	18. Jh.
8643	sonder	z ɔ n d ə r				2	9. Jh.
8644	sonderbar	z ɔ n d ə r b aː r				1	10. Jh.
8645	Sonderling	z ɔ n d ə r l ɪ ŋ				1	17. Jh.
8646	sondern 1					1	8. Jh.
8647	sondern 2					1	9. Jh.
8648	Sonett	z oː n ɛ t	1	sonetto	it	2	16. Jh.
8649	Song	z ɔ ŋ	1	song	ne	2	18. Jh.
8650	Sonnabend	z ɔ n aː b ə n t				2	9. Jh.
8651	Sonne	z ɔ n ə				1	8. Jh.
8652	Sonnenblume	z ɔ n ə n b l uː m ə				1	16. Jh.
8653	Sonnenwende	z ɔ n ə n v ɛ n d ə				2	13. Jh.
8654	Sonntag	z ɔ n t aː k				1	9. Jh.
8655	sonor	z oː n oː r	1	sonore	frz	?	18. Jh.
8656	sonst	z ɔ n s t				1	8. Jh.
8657	Soor					?	19. Jh.
8658	Sopran	z oː p r aː n	1	soprano	it	1	18. Jh.
8659	Sorbet(t)		1	sorbet	frz	?	17. Jh.
8660	Sore		1			?	18. Jh.
8661	Sorge	z ɔ r ɡ ə				1	8. Jh.
8662	Sorgfalt	z ɔ r k f a l t				1	17. Jh.
8663	Sorte	z ɔ r t ə	1			1	14. Jh.
8664	Soße		1	sauce	frz	1	16. Jh.
8665	sotan					?	15. Jh.
8666	Soubrette		1	soubrette	frz	?	18. Jh.
8667	Soufflé		1	soufflé	frz	2	19. Jh.
8668	Sound		1	sound	ne	?	20. Jh.
8669	Soutane	z uː t aː n ə	1	soutane	frz	?	19. Jh.
8670	Souterrain	z uː t ɛ r ɶ̃ː	1	souterrain	frz	?	18. Jh.
8671	Souvenir	z uː v ə n iː r	1	souvenir	frz	2	18. Jh.
8672	souverän		1	souverain	frz	2	17. Jh.
8673	sowieso	z oː v iː z oː				1	18. Jh.
8674	sozial	z oː t͡s iːaː l	1	social	frz	1	18. Jh.
8675	Sozietät		1	société	frz	?	16. Jh.
8676	Sozius	z oː t͡s iːʊ s	1	socius	l	?	17. Jh.
8677	Spachtel	ʃ p a x t ə l	1			1	16. Jh.
8678	spack					?	15. Jh.
8679	Spagat 1		1	spaccata	it	?	20. Jh.
8680	Spagat 2		1	spaghetto	it	?	17. Jh.
8681	Spaghetti		1	spaghetti	it	1	20. Jh.
8682	spähen					1	11. Jh., bispehon 8. Jh.
8683	Spake					?	18. Jh.
8684	spakig					?	19. Jh.
8685	Spalier	ʃ p a l iː r	1	spalliera	it	2	17. Jh.
8686	spalten	ʃ p a l t ə n				1	9. Jh., zispaltan 8. Jh.
8687	Span	ʃ p aː n				1	9. Jh.
8688	Spanferkel	ʃ p aː n f ɛ r k ə l				2	12. Jh.
8689	Spange	ʃ p a ŋ ə				1	9. Jh., latinisiert 8. Jh.
8690	Spaniel	ʃ p aː n iːeː l	1	spaniel	ne	?	19. Jh.
8691	Spanne	ʃ p a n ə				1	9. Jh.
8692	spannen	ʃ p a n ə n				1	9. Jh.
8693	Spant					?	18. Jh.
8694	sparen	ʃ p aː r ə n				1	8. Jh.
8695	Spargel	ʃ p a r ɡ ə l	1	asparago	it	1	15. Jh., etwas älter sparge(n
8696	Spark		1			?	18. Jh.
8697	Sparkalk					?	15. Jh.
8698	spärlich					1	16. Jh.
8699	Sparren	ʃ p a r ə n				2	11. Jh.
8700	Sparte	ʃ p a r t ə	1			1	19. Jh.
8701	Spaß		1			1	17. Jh.
8702	Spat 1					?	11. Jh.
8703	Spat 2					?	13. Jh.
8704	spät					1	9. Jh.
8705	Spaten	ʃ p aː t ə n				1	15. Jh.
8706	Spatz	ʃ p a t͡s				1	14. Jh.
8707	Specht	ʃ p ɛ x t				1	9. Jh.
8708	Speck	ʃ p ɛ k				1	10. Jh.
8709	Specke					?	14. Jh.
8710	Spedition	ʃ p eː d iː t͡s iːoː n	1	spedizione	it	1	17. Jh.
8711	Speer	ʃ p eː r				1	8. Jh.
8712	Speiche	ʃ p ai x ə				1	9. Jh.
8713	Speichel	ʃ p ai x ə l				1	9. Jh.
8714	Speicher	ʃ p ai x ə r	1			1	9. Jh.
8715	Speidel					?	14. Jh.
8716	speien	ʃ p aiə n				1	9. Jh.
8717	Speigatt					?	18. Jh., ndd. 16. Jh.
8718	Speil					?	17. Jh.
8719	Speise	ʃ p ai z ə	1	spesa	ml	1	9. Jh.
8720	Spektakel	ʃ p ɛ k t aː k ə l	1	spectAculum	l	1	16. Jh.
8721	Spektrum	ʃ p ɛ k t r ʊ m	1	spectrum	l	2	16. Jh.
8722	Spekulatius	ʃ p eː k uː l aː t iːʊ s	1			?	18. Jh.
8723	Spelt		1			?	8. Jh.
8724	Spelunke	ʃ p eː l ʊ ŋ k ə	1	spElunca	l	1	15. Jh.
8725	spenden	ʃ p ɛ n d ə n	1			1	9. Jh., firspenton 8. Jh.
8726	Spengler	ʃ p ɛ n ɡ l ə r				?	14. Jh.
8727	Sperber	ʃ p ɛ r b ə r				1	11. Jh., latinisiert 8. Jh.
8728	Sperling	ʃ p ɛ r l ɪ ŋ				1	11. Jh.
8729	Sperma	ʃ p ɛ r m aː	1			?	17. Jh.
8730	sperrangelweit	ʃ p ɛ r a ŋ ə l v ai t				1	17. Jh., älter sperrweit «weit aufgesperrt» neben angelweit «so weit aufgesperrt, wie die Angel es zuläßt»
8731	sperren	ʃ p ɛ r ə n				1	11. Jh.
8732	Sperrholz	ʃ p ɛ r h ɔ l t͡s				1	19. Jh.
8733	Sperrsitz					2	19. Jh.
8734	Spesen	ʃ p eː s ə n	1			1	15. Jh.
8735	speuzen					?	15. Jh.
8736	Spezerei	ʃ p eː t͡s ə r ai	1			?	14. Jh.
8737	spezial	ʃ p eː t͡s iːaː l	1	speciAlis	l	2	15. Jh.
8738	Spezies	ʃ p eː t͡s iːɛ s	1	speciEs	l	?	14. Jh.
8739	Sphäre		1	sphera	ml	2	11. Jh.
8740	Spick-Aal					?	18. Jh.
8741	spicken	ʃ p ɪ k ə n				?	15. Jh.
8742	Spiegel	ʃ p iː ɡ ə l	1	speculum	l	1	8. Jh.
8743	Spieker	ʃ p iː k ə r				?	18. Jh.
8744	Spiel	ʃ p iː l				1	9. Jh.
8745	Spielbein					?	19. Jh.
8746	Spielhahn					?	16. Jh.
8747	Spielraum	ʃ p iː l r au m				1	18. Jh.
8748	Spiere	ʃ p iː r ə				?	19. Jh.
8749	Spierling	ʃ p iː r l ɪ ŋ				?	12. Jh.
8750	Spierschwalbe					?	15. Jh.
8751	Spieß 1					2	8. Jh.
8752	Spieß 2					1	9. Jh.
8753	Spieß 3					?	20. Jh.
8754	Spießbürger					1	17. Jh.
8755	Spießgeselle					2	16. Jh.
8756	Spießrute					1	16. Jh.
8757	Spikes		1	spikes	ne	?	20. Jh.
8758	Spilling					?	14. Jh.
8759	Spinat	ʃ p iː n aː t	1	espinaca	span	1	14. Jh.
8760	Spind	ʃ p ɪ n t	1	spenda	ml	2	16. Jh.
8761	Spindel	ʃ p ɪ n d ə l				2	8. Jh.
8762	Spinett	ʃ p iː n ɛ t	1	spinetta	it	?	16. Jh.
8763	Spinne	ʃ p ɪ n ə				1	10. Jh.
8764	spinnefeind	ʃ p ɪ n ə f ai n t				1	16. Jh.
8765	spinnen	ʃ p ɪ n ə n				1	8. Jh.
8766	Spinnwebe					1	9. Jh.
8767	spinös		1	spInOsus	l	?	19. Jh.
8768	spintisieren					2	16. Jh.
8769	Spion	ʃ p iːoː n	1	espion	frz	1	17. Jh.
8770	Spirale	ʃ p iː r aː l ə	1	spiralis	ml	1	16. Jh.
8771	Spiritual	ʃ p iː r iː t uːaː l	1			?	20. Jh.
8772	Spirituosen		1			2	18. Jh.
8773	Spiritus	s p iː r iː t ʊ s	1	spIritus	l	2	15. Jh.
8774	spirzen					?	14. Jh.
8775	spitz	ʃ p ɪ t͡s				1	9. Jh.
8776	Spitz	ʃ p ɪ t͡s				1	18. Jh.
8777	Spitzbube	ʃ p ɪ t͡s b uː b ə				1	16. Jh.
8778	Spitzel	ʃ p ɪ t͡s ə l				1	19. Jh.
8779	spitzfindig	ʃ p ɪ t͡s f ɪ n d ɪ x				1	16. Jh.
8780	Spitzname	ʃ p ɪ t͡s n aː m ə				1	17. Jh.
8781	Spleen	ʃ p l iː n	1	spleen	ne	2	18. Jh.
8782	Spleiße					?	15. Jh.
8783	spleißen					?	14. Jh.
8784	Splint 1					?	18. Jh.
8785	Splint 2					?	18. Jh.
8786	Splitter	ʃ p l ɪ t ə r				1	13. Jh.
8787	splitternackt					1	15. Jh.
8788	Splitterrichter					2	16. Jh.
8789	Spoiler		1	spoiler	ne	?	20. Jh.
8790	Spökenkieker					?	19. Jh.
8791	Spondeus		1	spondEus	l	?	19. Jh.
8792	Sponsor		1	sponsor	ne	?	20. Jh.
8793	spontan	ʃ p ɔ n t aː n	1	spontAneus	l	2	18. Jh.
8794	Spor	ʃ p oː r				?	19. Jh.
8795	sporadisch	ʃ p oː r aː d ɪ ʃ	1	sporadique	frz	2	18. Jh.
8796	Spore	ʃ p oː r ə	1	spora	gr	2	19. Jh., zunächst in der Form Spora
8797	Spörgel		1			?	18. Jh.
8798	Sporkel		1			?	14. Jh.
8799	Sporn	ʃ p ɔ r n				1	9. Jh.
8800	spornstreichs					1	17. Jh.
8801	Sport	ʃ p ɔ r t	1	sport.	ne	1	19. Jh.
8802	Sportel		1			?	15. Jh.
8803	Spot	s p ɔ t	1	spot	ne	?	20. Jh.
8804	Spott	ʃ p ɔ t				1	8. Jh.
8805	Sprache	ʃ p r aː x ə				1	8. Jh.
8806	Spray	ʃ p r eː	1	spray	ne	2	20. Jh.
8807	sprechen	ʃ p r ɛ x ə n				1	8. Jh.
8808	Sprehe					?	16. Jh.
8809	Spreißel					?	13. Jh.
8810	spreiten	ʃ p r ai t ə n				2	9. Jh., gispreiten 8. Jh.
8811	spreizen	ʃ p r ai t͡s ə n				1	8. Jh., Form 16. Jh.
8812	Sprengel	ʃ p r ɛ ŋ ə l				?	14. Jh., Bedeutung 15. Jh.
8813	sprengen	ʃ p r ɛ ŋ ə n				1	8. Jh.
8814	Sprenkel 1					?	17. Jh.
8815	Sprenkel 2					?	14. Jh.
8816	sprenzen					?	18. Jh.
8817	Spreu	ʃ p r ɔy				1	8. Jh.
8818	Sprichwort	ʃ p r ɪ x v ɔ r t				1	13. Jh.
8819	Spriegel	ʃ p r iː ɡ ə l				?	14. Jh.
8820	sprießen					1	9. Jh.
8821	Spriet					?	18. Jh.
